order_id,order_date,customer_name,city,state,product,category,quantity,price,discount,total_amount,payment_method,sales_person
ORD-0002108,2024-04-14,Daniel Mitchell,Marshallchester,Illinois,Tennis Racket,Sports,6,32020.79,6.2,180213.01,Net Banking,Darrell Armstrong
ORD-0002109,2024-02-20,Dylan Lee,Petermouth,Texas,Sneakers,Clothing,9,20624.32,7.29,172087.26,Credit Card,Bryan Williams
ORD-0002110,2025-09-06,Melissa Vasquez,West Garrett,New Hampshire,Bed Frame,Furniture,6,31590.05,12.72,165430.77,Mobile Pay,Rachel Allen DDS
ORD-0002111,2024-03-26,Kim Garrison,Martinfurt,Idaho,Wireless Earbuds,Electronics,4,30185.9,20.53,95954.94,Cash,Angelica Garcia
ORD-0002112,2024-05-16,Jason Martinez,North Ryanhaven,West Virginia,Jacket,Clothing,7,41281.84,4.18,276893.81,Net Banking,Heather Smith
ORD-0002113,2025-02-10,Kaitlyn Ramirez,East Jonathonborough,Arizona,Bed Frame,Furniture,8,44365.69,26.72,260089.42,Net Banking,Sean Cervantes
ORD-0002114,2024-06-02,Andrew Green,New Loriborough,Delaware,Dress,Clothing,9,25749.52,25.94,171630.85,Credit Card,Sean Cervantes
ORD-0002115,2025-03-07,Jeremy Bates,New Anthonyview,Oklahoma,Sofa,Furniture,2,49699.02,18.39,81118.74,Mobile Pay,Marie Jackson
ORD-0002116,2025-05-09,Megan Chandler,Kayleeview,Maine,Canned Beans,Grocery,5,27177.21,27.13,99020.16,Debit Card,Shawn Cunningham
ORD-0002117,2025-05-02,Molly Weaver,Hannahton,Vermont,Tennis Racket,Sports,7,1771.27,1.63,12196.79,Net Banking,Darrell Armstrong
ORD-0002118,2024-09-09,Adam Mccarthy,Christyport,Wyoming,Bed Frame,Furniture,2,15910.49,27.35,23117.94,Cash,Heather Smith
ORD-0002119,2024-07-11,Jacqueline Meyers,Lake Juan,Arkansas,Tennis Racket,Sports,5,39176.61,27.91,141212.09,Debit Card,Shawn Cunningham
ORD-0002120,2025-12-28,Ana Schwartz,Hansenburgh,Minnesota,Dress,Clothing,4,25314.42,10.73,90392.73,Cash,Heather Smith
ORD-0002121,2024-09-20,Cheryl Morales,Anthonyport,Kentucky,Bookshelf,Furniture,1,17645.82,17.19,14612.5,Credit Card,Jesse Grimes
ORD-0002122,2025-10-19,Alexander Dominguez,North Williamberg,Connecticut,Bookshelf,Furniture,3,49069.34,24.44,111230.38,Debit Card,Rachel Allen DDS
ORD-0002123,2025-12-09,Kaitlyn Lee,Port Derekport,South Dakota,Olive Oil,Grocery,9,18256.42,14.11,141123.95,Credit Card,Jesse Grimes
ORD-0002124,2025-08-15,Brandon Hodges,Port Nancy,Alaska,Tablet,Electronics,1,19416.62,22.51,15045.94,Net Banking,Rachel Allen DDS
ORD-0002125,2025-03-05,Amy Miller MD,West Amy,Utah,Bed Frame,Furniture,1,49131.55,27.81,35468.07,Mobile Pay,Bryan Williams
ORD-0002126,2025-12-30,Evan Jones,Riddlestad,Missouri,Tennis Racket,Sports,8,10990.19,15.23,74531.07,Credit Card,Rachel Allen DDS
ORD-0002127,2024-05-21,Frank Harmon,Webermouth,New Hampshire,Bookshelf,Furniture,8,12996.89,24.04,78979.5,Debit Card,Sean Cervantes
ORD-0002128,2024-01-21,Joseph Young,Mercadomouth,Washington,Gaming Console,Electronics,10,36316.3,0.98,359604.0,Mobile Pay,Angelica Garcia
ORD-0002129,2025-12-08,Ryan Greene,New Ruth,Texas,Cereal Box,Grocery,10,17233.25,3.62,166094.06,Credit Card,Sean Cervantes
ORD-0002130,2024-03-22,Andrea Morales,Lake Anthony,Colorado,Cereal Box,Grocery,3,49550.2,5.54,140415.36,Net Banking,Heather Smith
ORD-0002131,2024-01-17,Jason Chang,Lake Julia,New Hampshire,Snack Pack,Grocery,6,9308.89,9.56,50513.76,Cash,Darrell Armstrong
ORD-0002132,2024-01-11,David Duarte,Robertmouth,Wyoming,Camera,Electronics,10,19208.56,21.31,151152.16,Credit Card,Marie Jackson
ORD-0002133,2024-06-03,Carol Coleman,West Jessicabury,Maine,Sweater,Clothing,9,25093.64,16.38,188849.72,Debit Card,Heather Smith
ORD-0002134,2024-09-08,Christopher Taylor,North Brenda,Wyoming,Dress,Clothing,9,22312.84,0.22,200373.77,Debit Card,Darrell Armstrong
ORD-0002135,2024-03-07,Kathleen Page,Lake Aliciaton,Delaware,Bed Frame,Furniture,7,45820.02,11.34,284368.21,Debit Card,Katie Cervantes
ORD-0002136,2024-02-13,Carol Romero,East Peggy,Oklahoma,Fitness Tracker,Sports,5,10889.38,2.08,53314.4,Mobile Pay,Shawn Cunningham
ORD-0002137,2024-04-25,Jeremiah French,Lanemouth,Montana,Wireless Earbuds,Electronics,3,24556.7,2.05,72159.86,Net Banking,Sherry Stephens
ORD-0002138,2024-07-30,Stacy Holt,North William,Vermont,T-Shirt,Clothing,8,6985.15,17.08,46336.69,Credit Card,Heather Smith
ORD-0002139,2025-08-12,Mrs. Lori Wilson,North James,Alaska,Sofa,Furniture,2,5406.22,18.4,8822.95,Net Banking,Sean Cervantes
ORD-0002140,2024-04-25,Randy Pruitt,Ramirezshire,Delaware,Dress,Clothing,5,17902.41,13.88,77087.78,Credit Card,Heather Smith
ORD-0002141,2025-10-13,Bruce Carter,North Karen,New Jersey,Bookshelf,Furniture,1,40881.75,14.86,34806.72,Debit Card,Angelica Garcia
ORD-0002142,2024-04-01,Amanda Rodriguez,Kristyton,Louisiana,Fitness Tracker,Sports,10,34647.39,8.33,317612.62,Mobile Pay,Sherry Stephens
ORD-0002143,2025-08-09,Maria Blevins,Port Tiffany,Iowa,Smart TV,Electronics,9,46406.84,29.14,295954.98,Net Banking,Bryan Williams
ORD-0002144,2024-01-22,Herbert Evans,Kennethhaven,Delaware,T-Shirt,Clothing,2,19427.71,16.85,32308.28,Cash,Sherry Stephens
ORD-0002145,2024-11-18,Samuel Fletcher,North Thomasmouth,Minnesota,Yoga Mat,Sports,4,16683.44,14.98,56737.04,Net Banking,Marie Jackson
ORD-0002146,2024-10-18,Mr. Scott Wilson,Jefffurt,Washington,Tablet,Electronics,7,9642.04,10.26,60569.37,Credit Card,Darrell Armstrong
ORD-0002147,2024-04-06,Donald Lopez,North Michaelfort,Oklahoma,Camera,Electronics,9,36579.79,24.55,248395.06,Debit Card,Shawn Cunningham
ORD-0002148,2024-08-06,Jimmy Brown,South Philip,New Hampshire,Organic Milk,Grocery,5,42761.99,12.54,186998.18,Mobile Pay,Shawn Cunningham
ORD-0002149,2025-06-19,Eric Mccann,Murphyborough,Louisiana,Snack Pack,Grocery,2,49051.0,3.51,94658.62,Debit Card,Marie Jackson
ORD-0002150,2025-08-02,Julia Patel,East Michael,New Jersey,Jeans,Clothing,2,38404.92,19.35,61947.14,Mobile Pay,Bryan Williams
ORD-0002151,2025-03-07,Crystal Short,Warnerhaven,Ohio,Football,Sports,2,39797.39,12.11,69955.85,Cash,Darrell Armstrong
ORD-0002152,2024-07-26,Kathleen Vargas,Angelaland,Nevada,Tennis Racket,Sports,2,32195.54,13.98,55389.21,Mobile Pay,Marie Jackson
ORD-0002153,2025-10-18,Mark Sanford,East Paulshire,South Carolina,Office Chair,Furniture,2,332.97,19.7,534.75,Cash,Steven Miller
ORD-0002154,2024-12-14,Jimmy Palmer,Palmerfurt,Arizona,Tennis Racket,Sports,7,8687.49,23.53,46503.27,Debit Card,Marie Jackson
ORD-0002155,2025-01-30,Curtis Conrad,North Donna,Missouri,Sneakers,Clothing,1,14753.9,12.59,12896.38,Credit Card,Heather Smith
ORD-0002156,2024-09-11,Samantha Mason,Phyllisfort,Oklahoma,Olive Oil,Grocery,6,36133.61,28.62,154753.02,Credit Card,Bryan Williams
ORD-0002157,2025-06-29,Todd Nichols,West Amber,Missouri,T-Shirt,Clothing,3,12213.14,22.14,28527.45,Credit Card,Rachel Allen DDS
ORD-0002158,2025-05-05,Andrew Cochran,Tylerbury,Georgia,Sweater,Clothing,4,26618.13,18.17,87126.46,Debit Card,Jesse Grimes
ORD-0002159,2024-05-29,Evan Shea,Wongton,Illinois,Coffee Table,Furniture,1,32584.68,3.68,31385.56,Cash,Steven Miller
ORD-0002160,2025-05-05,Rebecca Kim,Millerview,Rhode Island,Laptop,Electronics,7,16331.88,26.0,84599.14,Mobile Pay,Angelica Garcia
ORD-0002161,2024-12-04,Michelle Kelly,East Williamberg,Louisiana,Camera,Electronics,10,15586.35,17.15,129132.91,Cash,Marie Jackson
ORD-0002162,2024-04-17,Robert Nielsen,East Michelleborough,Rhode Island,Jeans,Clothing,1,26609.79,19.28,21479.42,Net Banking,Heather Smith
ORD-0002163,2024-05-24,Sonya Stuart,New Colin,Nebraska,Sneakers,Clothing,4,5851.22,17.53,19302.0,Mobile Pay,Angelica Garcia
ORD-0002164,2025-03-13,Tyler Duarte,New Donaldburgh,Michigan,Cereal Box,Grocery,4,35579.24,25.3,106310.77,Debit Card,Heather Smith
ORD-0002165,2025-04-06,Corey Brown,South Kimberlybury,New Mexico,Canned Beans,Grocery,6,35806.35,8.81,195910.86,Mobile Pay,Jesse Grimes
ORD-0002166,2024-03-09,Paula Patel,Lake Patricktown,Kansas,Yoga Mat,Sports,3,25438.0,22.88,58853.36,Cash,Sean Cervantes
ORD-0002167,2025-02-20,Deborah Nolan,Port Jessica,Vermont,Jeans,Clothing,2,45235.27,6.05,84997.07,Credit Card,Angelica Garcia
ORD-0002168,2025-03-22,Rebekah Hall,East Jaime,South Dakota,Jacket,Clothing,10,5639.57,5.44,53327.77,Debit Card,Heather Smith
ORD-0002169,2024-11-30,Mary Gutierrez,North Brucemouth,Vermont,Coffee Table,Furniture,10,46131.83,6.34,432070.72,Credit Card,Katie Cervantes
ORD-0002170,2024-01-22,Debbie Booth,Brandonhaven,North Dakota,Gaming Console,Electronics,8,14876.61,14.34,101946.43,Cash,Angelica Garcia
ORD-0002171,2025-03-31,Amanda Paul,Amberland,Louisiana,Sneakers,Clothing,4,1322.11,22.8,4082.68,Credit Card,Sherry Stephens
ORD-0002172,2025-05-09,Amber Frazier,West Hollyborough,Wisconsin,Tennis Racket,Sports,7,28020.96,14.3,168097.74,Cash,Sean Cervantes
ORD-0002173,2024-04-13,Tamara Johnson,East Tracychester,South Carolina,Basketball Shoes,Sports,4,31780.28,1.08,125748.21,Mobile Pay,Katie Cervantes
ORD-0002174,2024-02-11,Rebecca Shields,New Andrewburgh,Delaware,Laptop,Electronics,5,25585.06,8.43,117141.2,Net Banking,Darrell Armstrong
ORD-0002175,2024-05-05,Raymond Dixon,South Brianview,Mississippi,T-Shirt,Clothing,10,15803.69,25.91,117089.54,Credit Card,Katie Cervantes
ORD-0002176,2024-10-15,Ronald Kim,Grahamton,Maine,Bookshelf,Furniture,10,22666.24,28.92,161111.63,Credit Card,Shawn Cunningham
ORD-0002177,2025-07-10,Benjamin Taylor,Carpentermouth,West Virginia,Dining Table,Furniture,3,49831.45,1.5,147251.93,Credit Card,Jesse Grimes
ORD-0002178,2025-12-23,James Blackwell,Phillipsville,Minnesota,Basketball Shoes,Sports,6,4846.98,6.79,27107.22,Debit Card,Heather Smith
ORD-0002179,2025-06-28,Joseph Compton,Johnsonburgh,Ohio,Dining Table,Furniture,3,46748.0,6.63,130945.82,Cash,Marie Jackson
ORD-0002180,2024-04-06,Karen Fry MD,South Isabel,Missouri,Coffee Table,Furniture,9,16790.32,22.98,116387.14,Mobile Pay,Sean Cervantes
ORD-0002181,2024-03-03,Robert Hammond,Kerrmouth,Louisiana,Wireless Earbuds,Electronics,9,46092.67,16.75,345349.33,Debit Card,Darrell Armstrong
ORD-0002182,2024-06-24,Ronald Weber,Lake Susan,Wisconsin,Tennis Racket,Sports,2,26534.92,19.93,42493.02,Cash,Steven Miller
ORD-0002183,2024-05-27,Amanda Hodge,Port Tammyside,Nevada,Jeans,Clothing,10,46839.93,7.25,434440.35,Cash,Sherry Stephens
ORD-0002184,2025-02-21,Kim Gillespie,West Alejandroberg,Kentucky,Tennis Racket,Sports,4,23920.33,19.14,77367.92,Mobile Pay,Steven Miller
ORD-0002185,2024-06-29,Diane Lopez,West Theresaview,Michigan,Yoga Mat,Sports,2,40674.42,1.46,80161.15,Net Banking,Sherry Stephens
ORD-0002186,2024-06-29,Matthew Donovan,Port Leah,Virginia,Football,Sports,5,37798.1,0.53,187988.85,Cash,Jesse Grimes
ORD-0002187,2025-05-03,Shannon Pruitt,Davisfort,California,Bluetooth Speaker,Electronics,1,6293.52,25.27,4703.15,Debit Card,Jesse Grimes
ORD-0002188,2025-08-14,Christy Guerra,North Matthew,North Dakota,Camera,Electronics,9,24807.38,3.41,215653.04,Cash,Marie Jackson
ORD-0002189,2024-02-09,Susan Lee,Lake Matthew,Alaska,Laptop,Electronics,6,13786.21,3.6,79739.44,Mobile Pay,Darrell Armstrong
ORD-0002190,2025-08-03,Thomas Diaz,Emilyport,Florida,Office Chair,Furniture,5,10442.79,19.99,41776.38,Debit Card,Sean Cervantes
ORD-0002191,2024-09-01,Christopher Taylor,Lake Johnhaven,New Mexico,Coffee Table,Furniture,2,35708.95,12.17,62726.34,Debit Card,Sherry Stephens
ORD-0002192,2025-02-09,Michelle Lopez,Mollybury,Iowa,Football,Sports,7,19874.11,7.08,129269.16,Debit Card,Bryan Williams
ORD-0002193,2024-07-17,Raymond Brown,New Robert,Oregon,Football,Sports,5,9022.7,5.0,42857.82,Cash,Shawn Cunningham
ORD-0002194,2024-01-27,Jean Brown,Amberville,New York,Sneakers,Clothing,10,45486.96,16.73,378769.92,Debit Card,Heather Smith
ORD-0002195,2024-11-11,Caleb Long,East Angelaton,Nevada,Bookshelf,Furniture,2,49935.07,0.2,99670.4,Credit Card,Shawn Cunningham
ORD-0002196,2025-08-03,Ricardo Avery,Port Laura,Montana,Snack Pack,Grocery,8,17323.97,3.19,134170.68,Mobile Pay,Jesse Grimes
ORD-0002197,2024-01-31,Jessica Robertson,Paulaburgh,Delaware,Bed Frame,Furniture,10,2908.42,11.62,25704.62,Cash,Sherry Stephens
ORD-0002198,2024-12-20,Alexandra Anderson,Edwardland,Ohio,Snack Pack,Grocery,8,16040.85,10.7,114595.83,Debit Card,Marie Jackson
ORD-0002199,2024-08-22,Terry Carey,Lake Mark,New York,Jeans,Clothing,2,9998.79,12.82,17433.89,Cash,Bryan Williams
ORD-0002200,2025-02-12,Nancy Moore,West Miranda,California,Coffee Table,Furniture,7,45392.33,6.19,298077.81,Mobile Pay,Bryan Williams
ORD-0002201,2025-11-13,Terri Andrews,New Katherineport,Delaware,Football,Sports,9,49589.5,16.28,373646.96,Net Banking,Jesse Grimes
ORD-0002202,2024-02-29,Heidi Sandoval,Lake Sarahfurt,Ohio,Bookshelf,Furniture,6,15408.69,21.88,72223.61,Net Banking,Rachel Allen DDS
ORD-0002203,2025-11-27,Samuel Forbes,Ethanmouth,Colorado,Snack Pack,Grocery,4,23694.75,2.76,92163.1,Mobile Pay,Marie Jackson
ORD-0002204,2024-12-22,Patricia Bridges,Port Joshua,Indiana,Sofa,Furniture,1,38557.17,11.86,33984.29,Mobile Pay,Sherry Stephens
ORD-0002205,2024-04-07,Christina Barnes,New Amandastad,Alaska,Wireless Earbuds,Electronics,2,3128.28,10.49,5600.25,Debit Card,Steven Miller
ORD-0002206,2024-07-14,Mercedes Nelson,Michaeltown,Idaho,Bed Frame,Furniture,3,24671.21,8.12,68003.72,Cash,Sean Cervantes
ORD-0002207,2024-12-17,Timothy Baker,West John,New Mexico,Bluetooth Speaker,Electronics,4,30873.19,19.02,100004.44,Cash,Angelica Garcia
ORD-0002208,2024-12-20,Cassandra Holland,New Moniqueborough,West Virginia,Basketball Shoes,Sports,2,21808.29,17.65,35918.25,Cash,Jesse Grimes
ORD-0002209,2025-01-05,David Jordan,East Samantha,Mississippi,Jeans,Clothing,9,30247.62,17.14,225568.6,Mobile Pay,Steven Miller
ORD-0002210,2024-03-09,Jessica Bates,Fitzpatrickport,Arkansas,Canned Beans,Grocery,9,11887.77,2.69,104111.9,Mobile Pay,Jesse Grimes
ORD-0002211,2025-02-23,Jackie Ramirez,Debbieshire,Idaho,Bookshelf,Furniture,3,44393.0,12.87,116038.86,Debit Card,Shawn Cunningham
ORD-0002212,2024-03-17,Angela Hubbard,Friedmanchester,Arizona,Office Chair,Furniture,9,48121.23,28.68,308880.55,Net Banking,Darrell Armstrong
ORD-0002213,2024-06-29,Jacob Webb,East Patricia,Mississippi,Camera,Electronics,6,30760.18,17.39,152465.91,Net Banking,Shawn Cunningham
ORD-0002214,2024-05-21,Lisa Fuller,Port Jason,Texas,Jeans,Clothing,3,41237.93,27.3,89939.93,Mobile Pay,Sean Cervantes
ORD-0002215,2025-12-30,Jillian Macias MD,Bradleystad,Georgia,Bluetooth Speaker,Electronics,3,4820.34,26.29,10659.22,Cash,Katie Cervantes
ORD-0002216,2024-11-08,Laura Carr,Williamchester,Delaware,Wireless Earbuds,Electronics,10,43993.05,17.27,363954.5,Net Banking,Shawn Cunningham
ORD-0002217,2024-11-28,Scott Rivera,South Michaelport,Wyoming,Sweater,Clothing,1,9710.83,22.63,7513.27,Mobile Pay,Darrell Armstrong
ORD-0002218,2025-07-09,Victoria Adams,Jamiebury,Texas,Basketball Shoes,Sports,2,3168.56,17.96,5198.97,Cash,Jesse Grimes
ORD-0002219,2024-07-30,Shannon Fletcher,Ernestberg,North Dakota,Yoga Mat,Sports,7,11408.86,11.93,70334.48,Debit Card,Steven Miller
ORD-0002220,2025-04-23,Theresa Herring,Lowemouth,Rhode Island,Bluetooth Speaker,Electronics,7,33319.75,23.74,177867.49,Mobile Pay,Steven Miller
ORD-0002221,2024-03-21,Eric Morris,New Jasonfurt,Texas,Dining Table,Furniture,10,16868.84,2.08,165179.68,Net Banking,Shawn Cunningham
ORD-0002222,2025-01-14,Nancy Powers,South Patriciamouth,Iowa,Office Chair,Furniture,5,11365.03,0.53,56523.98,Net Banking,Sherry Stephens
ORD-0002223,2025-12-15,John Leblanc MD,Lake James,Maine,Camera,Electronics,4,38834.63,7.59,143548.33,Net Banking,Sherry Stephens
ORD-0002224,2024-11-16,Mark Mays,Brianshire,Pennsylvania,Office Chair,Furniture,4,23113.61,23.01,71180.67,Debit Card,Darrell Armstrong
ORD-0002225,2025-05-05,David Weiss,Port Chloe,North Dakota,Coffee Table,Furniture,1,40898.04,9.85,36869.58,Net Banking,Marie Jackson
ORD-0002226,2025-08-29,Lori Sanders,Robertport,Michigan,Olive Oil,Grocery,4,25980.91,10.62,92886.95,Credit Card,Katie Cervantes
ORD-0002227,2024-04-10,Louis Browning,Loriport,New Jersey,Gaming Console,Electronics,5,22011.35,26.52,80869.7,Debit Card,Sherry Stephens
ORD-0002228,2024-04-21,Kendra Brown,Cheyenneport,Maine,Dining Table,Furniture,10,639.06,20.69,5068.38,Cash,Angelica Garcia
ORD-0002229,2024-10-24,Jessica Anderson,South Jessica,South Dakota,Dining Table,Furniture,7,1064.11,23.34,5710.23,Debit Card,Bryan Williams
ORD-0002230,2024-04-27,Monique Jackson,Danielside,New Mexico,Laptop,Electronics,2,36426.86,6.96,67783.1,Cash,Darrell Armstrong
ORD-0002231,2025-07-07,Joshua Taylor,Marychester,Michigan,Jacket,Clothing,4,30591.87,25.86,90723.25,Debit Card,Sean Cervantes
ORD-0002232,2024-12-22,Dr. Christopher Andrade,New Mary,Oregon,Sofa,Furniture,6,22588.68,16.74,112844.01,Net Banking,Shawn Cunningham
ORD-0002233,2025-05-01,Douglas Bennett,East Derekshire,Arkansas,Fitness Tracker,Sports,5,12716.77,8.74,58026.62,Mobile Pay,Sean Cervantes
ORD-0002234,2024-03-31,Lauren Woods,Higginsport,Rhode Island,Bluetooth Speaker,Electronics,5,11662.19,18.52,47511.76,Debit Card,Jesse Grimes
ORD-0002235,2025-12-04,Jeffrey Lewis,Port Sandra,California,Dress,Clothing,1,19871.35,12.07,17472.88,Debit Card,Steven Miller
ORD-0002236,2024-07-29,Casey Garcia,Rodriguezport,Mississippi,Dining Table,Furniture,1,30499.01,19.57,24530.35,Debit Card,Angelica Garcia
ORD-0002237,2025-11-23,Jennifer Graham,Anthonyville,Arizona,Bookshelf,Furniture,9,8814.09,25.73,58916.02,Net Banking,Darrell Armstrong
ORD-0002238,2025-11-02,Samantha Williams,Kennethville,Rhode Island,Bed Frame,Furniture,10,32029.02,14.92,272502.9,Mobile Pay,Bryan Williams
ORD-0002239,2025-03-06,April Lopez,Port Ronaldbury,Michigan,Fitness Tracker,Sports,5,17926.81,8.22,82266.13,Mobile Pay,Sherry Stephens
ORD-0002240,2024-06-30,Larry Bradley,West Garretttown,Georgia,Olive Oil,Grocery,5,38247.34,15.52,161556.76,Debit Card,Marie Jackson
ORD-0002241,2024-10-15,Rebecca Scott DDS,Port Heatherborough,Minnesota,Jacket,Clothing,6,21491.72,3.88,123947.05,Cash,Sean Cervantes
ORD-0002242,2025-09-30,Joseph Lopez,Martinezport,Vermont,Dining Table,Furniture,2,6069.43,3.89,11666.66,Mobile Pay,Bryan Williams
ORD-0002243,2025-03-23,Kelly Riley,Delgadostad,Oklahoma,Gaming Console,Electronics,5,26307.54,2.93,127683.65,Mobile Pay,Shawn Cunningham
ORD-0002244,2025-12-16,Scott Thomas,Catherineton,Connecticut,Canned Beans,Grocery,7,24221.43,21.89,132435.51,Debit Card,Katie Cervantes
ORD-0002245,2025-11-13,Kathryn Fleming,Douglasstad,North Carolina,Sweater,Clothing,7,28927.5,9.82,182607.74,Cash,Angelica Garcia
ORD-0002246,2025-03-05,Jane Pratt,New Joshuachester,North Dakota,Olive Oil,Grocery,4,22833.59,21.32,71861.87,Net Banking,Rachel Allen DDS
ORD-0002247,2025-05-16,Margaret Hudson,Mccarthyport,Michigan,Camera,Electronics,2,8080.16,6.68,15080.81,Credit Card,Angelica Garcia
ORD-0002248,2025-03-22,Dana Calhoun,New Lisa,Connecticut,Coffee Table,Furniture,8,22419.59,0.75,178011.54,Net Banking,Angelica Garcia
ORD-0002249,2025-02-25,Stacey Miller,Lake Toni,Nebraska,Wireless Earbuds,Electronics,3,3099.85,24.29,7040.69,Cash,Jesse Grimes
ORD-0002250,2025-01-24,Douglas Williams,Jonathanmouth,South Dakota,Tennis Racket,Sports,5,36793.47,5.59,173683.58,Net Banking,Sean Cervantes
ORD-0002251,2024-04-27,Brenda Hale,Rogerbury,Maryland,Jeans,Clothing,10,35724.91,1.06,353462.26,Cash,Marie Jackson
ORD-0002252,2025-06-10,Terri Clarke,Lake Janetport,Arkansas,Sweater,Clothing,3,39523.48,28.59,84671.15,Mobile Pay,Bryan Williams
ORD-0002253,2025-05-17,Melissa Young,Joshuatown,Wyoming,Bluetooth Speaker,Electronics,10,18577.06,10.96,165410.14,Mobile Pay,Rachel Allen DDS
ORD-0002254,2025-01-11,Robert Young,Hollowayburgh,Alabama,Dining Table,Furniture,9,2675.49,0.82,23881.96,Debit Card,Bryan Williams
ORD-0002255,2025-06-06,Jeffery Delacruz,Hendersonstad,Kentucky,Smartphone,Electronics,5,46310.43,10.87,206382.43,Mobile Pay,Shawn Cunningham
ORD-0002256,2024-04-05,Raymond Reed,Lake Joseph,Florida,Laptop,Electronics,9,31964.35,13.17,249791.81,Net Banking,Bryan Williams
ORD-0002257,2025-03-06,Cory Lawrence,East Jonathanshire,West Virginia,Office Chair,Furniture,9,15756.96,2.26,138607.67,Mobile Pay,Sean Cervantes
ORD-0002258,2024-02-18,Allison Martinez,West Anthony,Alabama,Laptop,Electronics,5,1787.58,13.95,7691.06,Credit Card,Marie Jackson
ORD-0002259,2024-07-12,Lisa Hamilton,North William,South Dakota,Football,Sports,10,10093.11,1.1,99820.86,Cash,Darrell Armstrong
ORD-0002260,2025-05-19,Harry Frank,Joeberg,Colorado,Gaming Console,Electronics,4,5114.22,18.5,16672.36,Net Banking,Darrell Armstrong
ORD-0002261,2024-12-17,Leah Moody,New Kimberly,Nebraska,Bed Frame,Furniture,1,44018.23,10.13,39559.18,Debit Card,Katie Cervantes
ORD-0002262,2024-04-28,Erica Stephenson,Morrisontown,South Carolina,Wireless Earbuds,Electronics,10,11840.88,9.36,107325.74,Debit Card,Shawn Cunningham
ORD-0002263,2025-09-01,Jennifer Faulkner,East Richard,North Carolina,Sneakers,Clothing,7,3619.2,7.06,23545.79,Debit Card,Sean Cervantes
ORD-0002264,2025-10-27,Gabrielle Sutton,Jerryside,Ohio,Smart TV,Electronics,8,18066.51,21.37,113645.57,Net Banking,Rachel Allen DDS
ORD-0002265,2024-10-22,Amy Walton,Garrisonmouth,North Carolina,T-Shirt,Clothing,9,37126.9,5.37,316198.67,Net Banking,Bryan Williams
ORD-0002266,2025-09-21,Earl Brown,Port John,Connecticut,Fitness Tracker,Sports,9,2298.87,4.93,19669.82,Debit Card,Bryan Williams
ORD-0002267,2024-07-14,Maria Rose,Lake Alanfort,Wyoming,Basketball Shoes,Sports,9,30432.63,20.52,217690.69,Net Banking,Heather Smith
ORD-0002268,2024-11-20,Scott Coleman,Richardsonstad,Pennsylvania,T-Shirt,Clothing,8,24324.12,3.36,188054.64,Net Banking,Marie Jackson
ORD-0002269,2024-07-16,Desiree Small,Marshallmouth,Georgia,Smart TV,Electronics,1,2066.72,23.76,1575.67,Cash,Angelica Garcia
ORD-0002270,2025-04-18,Brittany Grant,Lake Brandiborough,Ohio,Basketball Shoes,Sports,8,16386.1,14.93,111517.24,Credit Card,Shawn Cunningham
ORD-0002271,2025-09-29,Howard Hall,South Marcoburgh,Indiana,Coffee Table,Furniture,3,6332.91,22.4,14743.01,Credit Card,Heather Smith
ORD-0002272,2024-08-14,Stefanie Keller,New Rachelchester,Maryland,Cereal Box,Grocery,6,23539.06,23.35,108256.14,Debit Card,Sherry Stephens
ORD-0002273,2025-09-28,Robert Garrett,Port John,California,Coffee Beans,Grocery,4,6666.49,22.41,20690.12,Mobile Pay,Darrell Armstrong
ORD-0002274,2025-06-12,Michael Williams,Port Derrickmouth,Oklahoma,Yoga Mat,Sports,2,4433.18,16.54,7399.86,Mobile Pay,Jesse Grimes
ORD-0002275,2025-12-06,Aaron Weaver,Coreychester,Maryland,Office Chair,Furniture,2,27987.21,10.18,50276.22,Mobile Pay,Rachel Allen DDS
ORD-0002276,2024-09-02,Rick Chambers,Lewisbury,Minnesota,Jacket,Clothing,2,18381.36,0.42,36608.32,Credit Card,Katie Cervantes
ORD-0002277,2025-11-09,Christopher Villarreal,Johnsontown,Washington,Laptop,Electronics,8,18167.55,11.01,129338.42,Credit Card,Shawn Cunningham
ORD-0002278,2025-04-17,Samantha Hess,Michaelmouth,Vermont,Jacket,Clothing,6,18300.86,7.43,101646.64,Debit Card,Steven Miller
ORD-0002279,2025-04-18,Victoria Young,North Allenville,Virginia,Jeans,Clothing,2,39101.31,24.67,58910.03,Cash,Jesse Grimes
ORD-0002280,2025-10-11,Holly Young,Davidmouth,Alaska,Bookshelf,Furniture,4,16826.32,7.89,61994.89,Debit Card,Angelica Garcia
ORD-0002281,2024-06-04,David Wood,New Alexis,Kentucky,Dress,Clothing,5,41367.4,16.51,172688.21,Mobile Pay,Katie Cervantes
ORD-0002282,2025-02-22,Kathleen Brown,North Michealchester,New Jersey,T-Shirt,Clothing,6,2324.89,3.84,13413.69,Cash,Katie Cervantes
ORD-0002283,2025-03-07,Diana Gates,Grayland,Arkansas,Fitness Tracker,Sports,7,15714.5,28.51,78640.07,Debit Card,Sherry Stephens
ORD-0002284,2025-08-09,Craig Walton,Aguilarport,Wyoming,Basketball Shoes,Sports,5,29633.75,6.95,137871.02,Net Banking,Darrell Armstrong
ORD-0002285,2025-07-28,Courtney Huffman,Clarkefurt,Idaho,Dining Table,Furniture,1,15383.47,18.9,12475.99,Net Banking,Darrell Armstrong
